Time,ThermostatTargetTemperature,POOSL,VDM,20sim,POOSL_compensated
2710,,,,,20.249033
2715,20.5,20.284259,,,
2715,,,20.359551,,
2715,,,,20.359551,
2715,,,,,20.201741
2715.1,,,,,20.201741
2720,20.5,20.305838,,,
2720,,,20.380933,,
2720,,,,20.380933,
2720,,,,,20.154573
2725,20.5,20.327361,,,
2725,,,20.402259,,
2725,,,,20.402259,
2725,,,,,20.107528
2730,20.5,20.348827,,,
2730,,,20.423529,,
2730,,,,20.423529,
2730,,,,,20.060607
2730.1,20.5,20.348827,,,
2730.1,,,,,20.060607
2735,20.5,20.370237,,,
2735,,,20.444744,,
2735,,,,20.444744,
2735,,,,,20.013808
2740,20.5,20.391591,,,
2740,,,20.465902,,
2740,,,,20.465902,
2740,,,,,19.967133
2745,20.5,20.412889,,,
2745,,,20.487006,,
2745,,,,20.487006,
2745,,,,,19.920579
2745.1,,,,,19.920579
2750,20.5,20.434131,,,
2750,,,20.508054,,
2750,,,,20.508054,
2750,,,,,19.943089
2755,20.5,20.455318,,,
2755,,,20.529047,,
2755,,,,20.529047,
2755,,,,,19.965562
2760,20.5,20.476449,,,
2760,,,20.549985,,
2760,,,,20.549985,
2760,,,,,19.987976
2760.1,20.5,20.476449,,,
2760.1,,,,,19.987976
2765,20.5,20.497525,,,
2765,,,20.570868,,
2765,,,,20.570868,
2765,,,,,20.010332
2770,20.5,20.518545,,,
2770,,,20.591696,,
2770,,,,20.591696,
2770,,,,,20.032629
2775,20.5,20.539511,,,
2775,,,20.61247,,
2775,,,,20.61247,
2775,,,,,20.054867
2775.1,,,,,20.054867
2780,20.5,20.560421,,,
2780,,,20.633189,,
2780,,,,20.633189,
2780,,,,,20.077048
2785,20.5,20.581277,,,
2785,,,20.653854,,
2785,,,,20.653854,
2785,,,,,20.09917
2790,20.5,20.602078,,,
2790,,,20.674465,,
2790,,,,20.674465,
2790,,,,,20.121234
2790.1,20.5,20.602078,,,
2790.1,,,,,20.121234
2795,20.5,20.622824,,,
2795,,,20.695022,,
2795,,,,20.695022,
2795,,,,,20.143241
2800,20.5,20.643517,,,
2800,,,20.715525,,
2800,,,,20.715525,
2800,,,,,20.165189
2805,20.5,20.664155,,,
2805,,,20.735974,,
2805,,,,20.735974,
2805,,,,,20.187081
2805.1,,,,,20.187081
2810,20.5,20.684738,,,
2810,,,20.75637,,
2810,,,,20.75637,
2810,,,,,20.208915
2815,20.5,20.705268,,,
2815,,,20.776712,,
2815,,,,20.776712,
2815,,,,,20.230691
2820,20.5,20.725745,,,
2820,,,20.797001,,
2820,,,,20.797001,
2820,,,,,20.252411
2820.1,20.5,20.725745,,,
2820.1,,,,,20.252411
2825,20.5,20.746167,,,
2825,,,20.817237,,
2825,,,,20.817237,
2825,,,,,20.274074
2830,20.5,20.766536,,,
2830,,,20.83742,,
2830,,,,20.83742,
2830,,,,,20.29568
2835,20.5,20.786852,,,
2835,,,20.85755,,
2835,,,,20.85755,
2835,,,,,20.317229
2835.1,,,,,20.317229
2840,20.5,20.807114,,,
2840,,,20.877627,,
2840,,,,20.877627,
2840,,,,,20.338722
2845,20.5,20.827323,,,
2845,,,20.897651,,
2845,,,,20.897651,
2845,,,,,20.360159
2850,20.5,20.84748,,,
2850,,,20.917623,,
2850,,,,20.917623,
2850,,,,,20.381539
2850.1,20.5,20.84748,,,
2850.1,,,,,20.381539
2855,20.5,20.867583,,,
2855,,,20.868602,,
2855,,,,20.868602,
2855,,,,,20.402863
2860,20.5,20.887634,,,
2860,,,20.819687,,
2860,,,,20.819687,
2860,,,,,20.424132
2865,20.5,20.907632,,,
2865,,,20.7709,,
2865,,,,20.7709,
2865,,,,,20.445345
2865.1,,,,,20.445345
2870,20.5,20.927578,,,
2870,,,20.72224,,
2870,,,,20.72224,
2870,,,,,20.466502
2875,20.5,20.947472,,,
2875,,,20.673708,,
2875,,,,20.673708,
2875,,,,,20.487604
2880,20.5,20.967314,,,
2880,,,20.625303,,
2880,,,,20.625303,
2880,,,,,20.50865
2880.1,20.5,20.967314,,,
2880.1,,,,,20.50865
2885,20.5,20.918162,,,
2885,,,20.577025,,
2885,,,,20.577025,
2885,,,,,20.529642
2890,20.5,20.869117,,,
2890,,,20.528874,,
2890,,,,20.528874,
2890,,,,,20.550578
2895,20.5,20.8202,,,
2895,,,20.480848,,
2895,,,,20.480848,
2895,,,,,20.571459
2895.1,,,,,20.571459
2900,20.5,20.771412,,,
2900,,,20.432949,,
2900,,,,20.432949,
2900,,,,,20.592286
2905,20.5,20.722751,,,
2905,,,20.385175,,
2905,,,,20.385175,
2905,,,,,20.613058
2910,20.5,20.674217,,,
2910,,,20.337526,,
2910,,,,20.337526,
2910,,,,,20.633776
2910.1,20.5,20.674217,,,
2910.1,,,,,20.633776
2915,20.5,20.625811,,,
2915,,,20.290002,,
2915,,,,20.290002,
2915,,,,,20.65444
2920,20.5,20.577532,,,
2920,,,20.242603,,
2920,,,,20.242603,
2920,,,,,20.675049
2925,20.5,20.529379,,,
2925,,,20.195328,,
2925,,,,20.195328,
2925,,,,,20.695604
2925.1,,,,,20.695604
2930,20.5,20.481353,,,
2930,,,20.148176,,
2930,,,,20.148176,
2930,,,,,20.716106
2935,20.5,20.433452,,,
2935,,,20.101148,,
2935,,,,20.101148,
2935,,,,,20.736553
2940,20.5,20.385676,,,
2940,,,20.054244,,
2940,,,,20.054244,
2940,,,,,20.756948
2940.1,20.5,20.385676,,,
2940.1,,,,,20.756948
2945,20.5,20.338026,,,
2945,,,20.076403,,
2945,,,,20.076403,
2945,,,,,20.777288
2950,20.5,20.290501,,,
2950,,,20.098527,,
2950,,,,20.098527,
2950,,,,,20.797576
2955,20.5,20.2431,,,
2955,,,20.120593,,
2955,,,,20.120593,
2955,,,,,20.81781
2955.1,,,,,20.81781
2960,20.5,20.195824,,,
2960,,,20.142601,,
2960,,,,20.142601,
2960,,,,,20.837991
2965,20.5,20.148671,,,
2965,,,20.164551,,
2965,,,,20.164551,
2965,,,,,20.85812
2970,20.5,20.101642,,,
2970,,,20.186444,,
2970,,,,20.186444,
2970,,,,,20.878196
2970.1,20.5,20.101642,,,
2970.1,,,,,20.878196
2975,20.5,20.054736,,,
2975,,,20.20828,,
2975,,,,20.20828,
2975,,,,,20.829278
2980,20.5,20.007953,,,
2980,,,20.230058,,
2980,,,,20.230058,
2980,,,,,20.780465
2985,20.5,19.961293,,,
2985,,,20.25178,,
2985,,,,20.25178,
2985,,,,,20.731781
2985.1,,,,,20.731781
2990,20.5,19.914755,,,
2990,,,20.273444,,
2990,,,,20.273444,
2990,,,,,20.683224
2995,20.5,19.868338,,,
2995,,,20.295052,,
2995,,,,20.295052,
2995,,,,,20.634794
3000,20.5,19.822044,,,
3000,,,20.316603,,
3000,,,,20.316603,
3000,,,,,20.586491
3000.1,20.5,19.822044,,,
3000.1,,,,,20.586491
3005,20.5,19.844811,,,
3005,,,20.338097,,
3005,,,,20.338097,
3005,,,,,20.538315
3010,20.5,19.867542,,,
3010,,,20.359535,,
3010,,,,20.359535,
3010,,,,,20.490265
3015,20.5,19.890213,,,
3015,,,20.380917,,
3015,,,,20.380917,
3015,,,,,20.442341
3015.1,,,,,20.442341
3020,20.5,19.912825,,,
3020,,,20.402243,,
3020,,,,20.402243,
3020,,,,,20.394542
3025,20.5,19.935377,,,
3025,,,20.423514,,
3025,,,,20.423514,
3025,,,,,20.346869
3030,20.5,19.957871,,,
3030,,,20.444728,,
3030,,,,20.444728,
3030,,,,,20.29932
3030.1,20.5,19.957871,,,
3030.1,,,,,20.29932
3035,20.5,19.980305,,,
3035,,,20.465887,,
3035,,,,20.465887,
3035,,,,,20.251897
3040,20.5,20.002681,,,
3040,,,20.48699,,
3040,,,,20.48699,
3040,,,,,20.204597
3045,20.5,20.024998,,,
3045,,,20.508038,,
3045,,,,20.508038,
3045,,,,,20.157421
3045.1,,,,,20.157421
3050,20.5,20.047257,,,
3050,,,20.529031,,
3050,,,,20.529031,
3050,,,,,20.110369
3055,20.5,20.069457,,,
3055,,,20.549969,,
3055,,,,20.549969,
3055,,,,,20.063441
3060,20.5,20.091599,,,
3060,,,20.570852,,
3060,,,,20.570852,
3060,,,,,20.016635
3060.1,20.5,20.091599,,,
3060.1,,,,,20.016635
3065,20.5,20.113683,,,
3065,,,20.591681,,
3065,,,,20.591681,
3065,,,,,20.038892
3070,20.5,20.13571,,,
3070,,,20.612454,,
3070,,,,20.612454,
3070,,,,,20.061115
3075,20.5,20.157678,,,
3075,,,20.633174,,
3075,,,,20.633174,
3075,,,,,20.083279
3075.1,,,,,20.083279
3080,20.5,20.179589,,,
3080,,,20.653839,,
3080,,,,20.653839,
3080,,,,,20.105384
3085,20.5,20.201443,,,
3085,,,20.67445,,
3085,,,,20.67445,
3085,,,,,20.127432
3090,20.5,20.223239,,,
3090,,,20.695007,,
3090,,,,20.695007,
3090,,,,,20.149423
3090.1,20.5,20.223239,,,
3090.1,,,,,20.149423
3095,20.5,20.244978,,,
3095,,,20.71551,,
3095,,,,20.71551,
3095,,,,,20.171355
3100,20.5,20.26666,,,
3100,,,20.735959,,
3100,,,,20.735959,
3100,,,,,20.19323
3105,20.5,20.288286,,,
3105,,,20.756355,,
3105,,,,20.756355,
3105,,,,,20.215048
3105.1,,,,,20.215048
3110,20.5,20.309854,,,
3110,,,20.776697,,
3110,,,,20.776697,
3110,,,,,20.236809
3115,20.5,20.331367,,,
3115,,,20.796986,,
3115,,,,20.796986,
3115,,,,,20.258512
3120,20.5,20.352822,,,
3120,,,20.817222,,
3120,,,,20.817222,
3120,,,,,20.280159
3120.1,20.5,20.352822,,,
3120.1,,,,,20.280159
3125,20.5,20.374222,,,
3125,,,20.837405,,
3125,,,,20.837405,
3125,,,,,20.301749
3130,20.5,20.395566,,,
3130,,,20.857535,,
3130,,,,20.857535,
3130,,,,,20.323283
3135,20.5,20.416853,,,
3135,,,20.877612,,
3135,,,,20.877612,
3135,,,,,20.34476
3135.1,,,,,20.34476
3140,20.5,20.438085,,,
3140,,,20.897636,,
3140,,,,20.897636,
3140,,,,,20.36618
3145,20.5,20.459261,,,
3145,,,20.917609,,
3145,,,,20.917609,
3145,,,,,20.387545
3150,20.5,20.480382,,,
3150,,,20.937528,,
3150,,,,20.937528,
3150,,,,,20.408854
3150.1,20.5,20.480382,,,
3150.1,,,,,20.408854
3155,20.5,20.501448,,,
3155,,,20.888455,,
3155,,,,20.888455,
3155,,,,,20.430107
3160,20.5,20.522458,,,
3160,,,20.839488,,
3160,,,,20.839488,
3160,,,,,20.451304
3165,20.5,20.543413,,,
3165,,,20.790649,,
3165,,,,20.790649,
3165,,,,,20.472445
3165.1,,,,,20.472445
3170,20.5,20.564313,,,
3170,,,20.741937,,
3170,,,,20.741937,
3170,,,,,20.493532
3175,20.5,20.585159,,,
3175,,,20.693354,,
3175,,,,20.693354,
3175,,,,,20.514562
3180,20.5,20.60595,,,
3180,,,20.644897,,
3180,,,,20.644897,
3180,,,,,20.535538
3180.1,20.5,20.60595,,,
3180.1,,,,,20.535538
3185,20.5,20.626686,,,
3185,,,20.596568,,
3185,,,,20.596568,
3185,,,,,20.556459
3190,20.5,20.647368,,,
3190,,,20.548365,,
3190,,,,20.548365,
3190,,,,,20.577325
3195,20.5,20.667996,,,
3195,,,20.500289,,
3195,,,,20.500289,
3195,,,,,20.598137
3195.1,,,,,20.598137
3200,20.5,20.68857,,,
3200,,,20.452339,,
3200,,,,20.452339,
3200,,,,,20.618894
3205,20.5,20.70909,,,
3205,,,20.404514,,
3205,,,,20.404514,
3205,,,,,20.639596
3210,20.5,20.729556,,,
3210,,,20.356814,,
3210,,,,20.356814,
3210,,,,,20.660244
3210.1,20.5,20.729556,,,
3210.1,,,,,20.660244
3215,20.5,20.749968,,,
3215,,,20.30924,,
3215,,,,20.30924,
3215,,,,,20.680838
3220,20.5,20.770327,,,
3220,,,20.26179,,
3220,,,,20.26179,
3220,,,,,20.701379
3225,20.5,20.790633,,,
3225,,,20.214465,,
3225,,,,20.214465,
3225,,,,,20.721865
3225.1,,,,,20.721865
3230,20.5,20.810886,,,
3230,,,20.167263,,
3230,,,,20.167263,
3230,,,,,20.742298
3235,20.5,20.831085,,,
3235,,,20.120185,,
3235,,,,20.120185,
3235,,,,,20.762677
3240,20.5,20.851231,,,
3240,,,20.073231,,
3240,,,,20.073231,
3240,,,,,20.783002
3240.1,20.5,20.851231,,,
3240.1,,,,,20.783002
3245,20.5,20.871325,,,
3245,,,20.09534,,
3245,,,,20.09534,
3245,,,,,20.803275
3250,20.5,20.891366,,,
3250,,,20.117414,,
3250,,,,20.117414,
3250,,,,,20.823494
3255,20.5,20.911355,,,
3255,,,20.139431,,
3255,,,,20.139431,
3255,,,,,20.843661
3255.1,,,,,20.843661
3260,20.5,20.931291,,,
3260,,,20.16139,,
3260,,,,20.16139,
3260,,,,,20.863774
3265,20.5,20.951175,,,
3265,,,20.183291,,
3265,,,,20.183291,
3265,,,,,20.883835
3270,20.5,20.971007,,,
3270,,,20.205135,,
3270,,,,20.205135,
3270,,,,,20.903843
3270.1,20.5,20.971007,,,
3270.1,,,,,20.903843
3275,20.5,20.921846,,,
3275,,,20.226921,,
3275,,,,20.226921,
3275,,,,,20.854859
3280,20.5,20.872791,,,
3280,,,20.248651,,
3280,,,,20.248651,
3280,,,,,20.805979
3285,20.5,20.823864,,,
3285,,,20.270323,,
3285,,,,20.270323,
3285,,,,,20.757228
3285.1,,,,,20.757228
3290,20.5,20.775066,,,
3290,,,20.291939,,
3290,,,,20.291939,
3290,,,,,20.708604
3295,20.5,20.726396,,,
3295,,,20.313498,,
3295,,,,20.313498,
3295,,,,,20.660108
3300,20.5,20.677853,,,
3300,,,20.335001,,
3300,,,,20.335001,
3300,,,,,20.611739
3300.1,20.5,20.677853,,,
3300.1,,,,,20.611739
3305,20.5,20.629437,,,
3305,,,20.356447,,
3305,,,,20.356447,
3305,,,,,20.563496
3310,20.5,20.581148,,,
3310,,,20.377837,,
3310,,,,20.377837,
3310,,,,,20.51538
3315,20.5,20.532986,,,
3315,,,20.399172,,
3315,,,,20.399172,
3315,,,,,20.46739
3315.1,,,,,20.46739
3320,20.5,20.48495,,,
3320,,,20.42045,,
3320,,,,20.42045,
3320,,,,,20.419526
3325,20.5,20.43704,,,
3325,,,20.441672,,
3325,,,,20.441672,
3325,,,,,20.371787
3330,20.5,20.389255,,,
3330,,,20.462839,,
3330,,,,20.462839,
3330,,,,,20.324173
3330.1,20.5,20.389255,,,
3330.1,,,,,20.324173
3335,20.5,20.341596,,,
3335,,,20.48395,,
3335,,,,20.48395,
3335,,,,,20.276684
3340,20.5,20.294061,,,
3340,,,20.505006,,
3340,,,,20.505006,
3340,,,,,20.22932
3345,20.5,20.246651,,,
3345,,,20.526007,,
3345,,,,20.526007,
3345,,,,,20.182079
3345.1,,,,,20.182079
3350,20.5,20.199365,,,
3350,,,20.546953,,
3350,,,,20.546953,
3350,,,,,20.134963
3355,20.5,20.152203,,,
3355,,,20.567844,,
3355,,,,20.567844,
3355,,,,,20.08797
3360,20.5,20.105165,,,
3360,,,20.58868,,
3360,,,,20.58868,
3360,,,,,20.0411
3360.1,20.5,20.105165,,,
3360.1,,,,,20.0411
3365,20.5,20.05825,,,
3365,,,20.609462,,
3365,,,,20.609462,
3365,,,,,20.063293
3370,20.5,20.011457,,,
3370,,,20.630189,,
3370,,,,20.630189,
3370,,,,,20.085451
3375,20.5,19.964788,,,
3375,,,20.650862,,
3375,,,,20.650862,
3375,,,,,20.107551
3375.1,,,,,20.107551
3380,20.5,19.918241,,,
3380,,,20.671481,,
3380,,,,20.671481,
3380,,,,,20.129594
3385,20.5,19.871815,,,
3385,,,20.692046,,
3385,,,,20.692046,
3385,,,,,20.151578
3390,20.5,19.825512,,,
3390,,,20.712556,,
3390,,,,20.712556,
3390,,,,,20.173505
3390.1,20.5,19.825512,,,
3390.1,,,,,20.173505
3395,20.5,19.84827,,,
3395,,,20.733013,,
3395,,,,20.733013,
3395,,,,,20.195375
3400,20.5,19.870992,,,
3400,,,20.753417,,
3400,,,,20.753417,
3400,,,,,20.217187
3405,20.5,19.893654,,,
3405,,,20.773767,,
3405,,,,20.773767,
3405,,,,,20.238942
3405.1,,,,,20.238942
3410,20.5,19.916256,,,
3410,,,20.794064,,
3410,,,,20.794064,
3410,,,,,20.26064
3415,20.5,19.9388,,,
3415,,,20.814307,,
3415,,,,20.814307,
3415,,,,,20.282281
3420,20.5,19.961284,,,
3420,,,20.834498,,
3420,,,,20.834498,
3420,,,,,20.303866
3420.1,20.5,19.961284,,,
3420.1,,,,,20.303866
3425,20.5,19.98371,,,
3425,,,20.785694,,
3425,,,,20.785694,
3425,,,,,20.325394
3430,20.5,20.006077,,,
3430,,,20.736996,,
3430,,,,20.736996,
3430,,,,,20.346865
3435,20.5,20.028385,,,
3435,,,20.688426,,
3435,,,,20.688426,
3435,,,,,20.36828
3435.1,,,,,20.36828
3440,20.5,20.050635,,,
3440,,,20.639982,,
3440,,,,20.639982,
3440,,,,,20.389639
3445,20.5,20.072826,,,
3445,,,20.591666,,
3445,,,,20.591666,
3445,,,,,20.410943
3450,20.5,20.094959,,,
3450,,,20.543476,,
3450,,,,20.543476,
3450,,,,,20.43219
3450.1,20.5,20.094959,,,
3450.1,,,,,20.43219
3455,20.5,20.117035,,,
3455,,,20.495412,,
3455,,,,20.495412,
3455,,,,,20.453382
3460,20.5,20.139052,,,
3460,,,20.447475,,
3460,,,,20.447475,
3460,,,,,20.474518
3465,20.5,20.161012,,,
3465,,,20.399663,,
3465,,,,20.399663,
3465,,,,,20.495599
3465.1,,,,,20.495599
3470,20.5,20.182914,,,
3470,,,20.351976,,
3470,,,,20.351976,
3470,,,,,20.516624
3475,20.5,20.204759,,,
3475,,,20.304414,,
3475,,,,20.304414,
3475,,,,,20.537595
3480,20.5,20.226547,,,
3480,,,20.256977,,
3480,,,,20.256977,
3480,,,,,20.55851
3480.1,20.5,20.226547,,,
3480.1,,,,,20.55851
3485,20.5,20.248277,,,
3485,,,20.209664,,
3485,,,,20.209664,
3485,,,,,20.579371
3490,20.5,20.269951,,,
3490,,,20.162475,,
3490,,,,20.162475,
3490,,,,,20.600177
3495,20.5,20.291567,,,
3495,,,20.11541,,
3495,,,,20.11541,
3495,,,,,20.620928
3495.1,,,,,20.620928
3500,20.5,20.313128,,,
3500,,,20.068468,,
3500,,,,20.068468,
3500,,,,,20.641626
3505,20.5,20.334631,,,
3505,,,20.021649,,
3505,,,,20.021649,
3505,,,,,20.662268
3510,20.5,20.356079,,,
3510,,,19.974953,,
3510,,,,19.974953,
3510,,,,,20.682857
3510.1,20.5,20.356079,,,
3510.1,,,,,20.682857
3515,20.5,20.37747,,,
3515,,,19.997319,,
3515,,,,19.997319,
3515,,,,,20.703392
3520,20.5,20.398805,,,
3520,,,20.01965,,
3520,,,,20.01965,
3520,,,,,20.723873
3525,20.5,20.420084,,,
3525,,,20.041923,,
3525,,,,20.041923,
3525,,,,,20.744301
3525.1,,,,,20.744301
3530,20.5,20.441307,,,
3530,,,20.064137,,
3530,,,,20.064137,
3530,,,,,20.764675
3535,20.5,20.462475,,,
3535,,,20.086293,,
3535,,,,20.086293,
3535,,,,,20.784995
3540,20.5,20.483587,,,
3540,,,20.108391,,
3540,,,,20.108391,
3540,,,,,20.805262
3540.1,20.5,20.483587,,,
3540.1,,,,,20.805262
3545,20.5,20.504644,,,
3545,,,20.130431,,
3545,,,,20.130431,
3545,,,,,20.825476
3550,20.5,20.525646,,,
3550,,,20.152414,,
3550,,,,20.152414,
3550,,,,,20.845638
3555,20.5,20.546593,,,
3555,,,20.174339,,
3555,,,,20.174339,
3555,,,,,20.865746
3555.1,,,,,20.865746
3560,20.5,20.567485,,,
3560,,,20.196206,,
3560,,,,20.196206,
3560,,,,,20.885802
3565,20.5,20.588322,,,
3565,,,20.218016,,
3565,,,,20.218016,
3565,,,,,20.905805
3570,20.5,20.609105,,,
3570,,,20.239769,,
3570,,,,20.239769,
3570,,,,,20.925756
3570.1,20.5,20.609105,,,
3570.1,,,,,20.925756
3575,20.5,20.629833,,,
3575,,,20.261465,,
3575,,,,20.261465,
3575,,,,,20.876713
3580,20.5,20.650507,,,
3580,,,20.283104,,
3580,,,,20.283104,
3580,,,,,20.827777
3585,20.5,20.671126,,,
3585,,,20.304686,,
3585,,,,20.304686,
3585,,,,,20.778968
3585.1,,,,,20.778968
3590,20.5,20.691692,,,
3590,,,20.326212,,
3590,,,,20.326212,
3590,,,,,20.730287
3595,20.5,20.712204,,,
3595,,,20.347681,,
3595,,,,20.347681,
3595,,,,,20.681734
3600,20.5,20.732662,,,
3600,,,20.369094,,
3600,,,,20.369094,
3600,,,,,20.633308
